Count,Name,Position X,Position Y,Position Z,Rotation,#,#(1),#(2),CSV_CLEANED
1,M AirBike,"-1331'-8""","173'-5 3/8""","0'-0""",90.00,,,,true
1,Connexus Edge,"-1383'-4 9/16""","170'-6 11/16""","0'-0""",90.00,,,,true
1,Dip leg Ab Chair (MG-A63C-5PL-PF),"-1390'-1 3/16""","172'-2 13/16""","0'-0""",0.00,,,,true
1,Matrix Storage Rack (GFTORG-5PL-PF),"-1414'-3 1/4""","167'-0 7/8""","0'-0""",90.00,,,,true
1,FitBench One,"-1410'-4 1/16""","191'-4 3/8""","0'-0""",270.00,,,,true
1,FitBench One,"-1405'-10 15/16""","191'-4 3/8""","0'-0""",270.00,,,,true
1,FitBench One,"-1401'-5 13/16""","191'-4 3/8""","0'-0""",270.00,,,,true
1,Turf,"-1364'-2 3/16""","170'-6 11/16""","0'-0""",0.00,,,,true
1,M AirBike,"-1337'-0 1/8""","173'-5 3/8""","0'-0""",90.00,,,,true
1,Dip Leg Ab Chair,"-1390'-1 3/16""","172'-2 13/16""","0'-0""",90.00,,,,true
1,HOOK,"-1334'-10 3/4""","106'-11 1/16""","0'-0""",180.00,,,,true
1,Swing-90,"-1376'-9 3/16""","116'-8 1/16""","0'-0""",0.00,,,,true
1,ADA Door,"-1333'-3 1/16""","90'-9 13/16""","0'-0""",0.00,,,,true
1,Accessory (ACC RACK W. HANDLES),"-1439'-1 3/8""","174'-8 13/16""","0'-0""",0.00,,,,true
1,Smith Machine (MG-PL62-5PL-PF),"-1460'-1 3/16""","115'-2 5/8""","0'-0""",270.00,,,,true
1,Flat Adj. Incline Bench (MG-A82-5PL-PF),"-1460'-7 13/16""","115'-2 5/8""","0'-0""",270.00,,,,true
1,Smith Machine (MG-PL62-5PL-PF),"-1460'-1 3/16""","126'-9 1/4""","0'-0""",270.00,,,,true
1,Flat Adj. Incline Bench (MG-A82-5PL-PF),"-1460'-7 13/16""","126'-9 1/4""","0'-0""",270.00,,,,true
1,Hip Adductor - Abductor (VS-S74),"-1418'-2 15/16""","158'-10 1/16""","0'-0""",0.00,,,,true
1,Smith Machine (MG-PL62-5PL-PF),"-1448'-9 3/16""","105'-7 5/16""","0'-0""",270.00,,,,true
1,Flat Bench (G3FW81-5PL-PF),"-1458'-1""","82'-0 1/16""","0'-0""",270.00,,,,true
1,Flat Adj. Incline Bench (MG-A82-5PL-PF),"-1449'-3 13/16""","105'-7 5/16""","0'-0""",270.00,,,,true
1,Flat Adj. Incline Bench (MG-A82-5PL-PF),"-1449'-3 13/16""","94'-0 11/16""","0'-0""",270.00,,,,true
1,Magnum Half Rach MG-A690 with Landmine,"-1348'-9 1/2""","131'-8 1/16""","0'-0""",180.00,,,,true
1,dynamic_lockers,"-1371'-3""","70'-3""","0'-0""",90.00,,,,true
1,Matrix Towers Alt. Configuration 1,"-1456'-11 1/2""","154'-11 5/16""","0'-0""",270.00,,,,true
1,Magnum-Hack Squat-MG-PL71,"-1437'-6 1/8""","62'-5 1/4""","0'-0""",270.00,,,,true
1,Magnum-Seated Calf-MG-PL77,"-1445'-5 1/16""","68'-6 9/16""","0'-0""",270.00,,,,true
1,Swing-90,"-1330'-2 5/16""","90'-6 13/16""","0'-0""",180.00,,,,true
1,Smith Machine (MG-PL62-5PL-PF),"-1448'-9 3/16""","94'-0 11/16""","0'-0""",270.00,,,,true
1,Magnum-Vertical Bench-MG-PL12,"-1435'-9 15/16""","79'-7 3/4""","0'-0""",270.00,,,,true
1,Flat Adj. Incline Bench (MG-A82-5PL-PF),"-1458'-1""","76'-7 3/16""","0'-0""",270.00,,,,true
1,Dumbbell Rack (G3-FW91-5PL-PF),"-1464'-9 13/16""","76'-7 7/8""","0'-0""",90.00,,,,true
1,Glute (G7S78-5PL-PF),"-1417'-9 5/16""","172'-10 3/4""","0'-0""",270.00,,,,true
1,Prone Leg Curl (G7S73-5PL-PF),"-1405'-9 1/2""","169'-1 1/16""","0'-0""",180.00,,,,true
1,Torso Rotation (G7S55-5PL-PF),"-1374'-7 3/16""","153'-0 15/16""","0'-0""",270.00,,,,true
1,Hip Adductor - Abductor (VS-S74),"-1423'-5 9/16""","158'-10""","0'-0""",0.00,,,,true
1,Magnum Half Rach MG-A690 with Landmine,"-1359'-2 13/16""","131'-8 1/16""","0'-0""",180.00,,,,true
1,Smith Machine (MG-PL62-5PL-PF),"-1448'-9 3/16""","117'-1 15/16""","0'-0""",270.00,,,,true
1,Flat Adj. Incline Bench (MG-A82-5PL-PF),"-1449'-3 13/16""","117'-1 7/8""","0'-0""",270.00,,,,true
1,Dumbbell Rack (G3-FW91-5PL-PF),"-1464'-9 13/16""","67'-0 9/16""","0'-0""",90.00,,,,true
1,Smith Machine (MG-PL62-5PL-PF),"-1460'-1 3/16""","103'-8""","0'-0""",270.00,,,,true
1,Beauty Bell Rack (BBUSET RACK),"-1465'-1 7/16""","120'-11 15/16""","0'-0""",180.00,,,,true
1,Barbell Rack (BARBELL SET),"-1464'-8 5/8""","109'-5 11/16""","0'-0""",180.00,,,,true
1,Decline. Ab Board (G3FW83-5PL-PF),"-1458'-8 11/16""","60'-5 1/4""","0'-0""",270.00,,,,true
1,Flat Adj. Incline Bench (MG-A82-5PL-PF),"-1458'-1""","65'-8 9/16""","0'-0""",270.00,,,,true
1,Flat Bench (G3FW81-5PL-PF),"-1458'-1""","71'-1 3/8""","0'-0""",270.00,,,,true
1,Dumbbell Rack (G3-FW91-5PL-PF),"-1464'-9 13/16""","57'-5 1/4""","0'-0""",90.00,,,,true
1,Plate Loaded Leg Press (MG-PL70-5PL-PF),"-1461'-1 7/16""","88'-9 5/8""","0'-0""",90.00,,,,true
1,Flat Adj. Incline Bench (MG-A82-5PL-PF),"-1460'-7 13/16""","103'-8""","0'-0""",270.00,,,,true
1,M Plate Loaded Horizontal Bench Press,"-1436'-10 5/16""","71'-2 9/16""","0'-0""",0.00,,,,true
1,Magnum-Preacher Curl-MG-A62,"-1445'-10 5/8""","74'-0 3/4""","0'-0""",270.00,,,,true
1,ADA Door,"-1357'-2 5/16""","84'-2 7/8""","0'-0""",180.00,,,,true
1,EX'G MOPSINK,"-1367'-8 5/16""","124'-8 1/16""","0'-0""",90.00,,,,true
1,Swing-90,"-1360'-8 13/16""","110'-8 1/16""","0'-0""",0.00,,,,true
1,EX'G ADA,"-1352'-4 11/16""","96'-8 7/8""","0'-0""",0.00,,,,true
1,Sink-Bradley_Corp-Express-TLX1-Faucet-Soap - Express TLX-1 Faucet-Soap-799460-PLAN,"-1351'-9 5/16""","92'-1 3/8""","0'-0""",270.00,,,,true
1,ADA Shower Seat,"-1357'-0 1/8""","98'-7 9/16""","0'-0""",270.00,,,,true
1,HOOK,"-1355'-9 13/16""","96'-11 5/16""","0'-0""",270.00,,,,true
1,EX'G WALL TOILET,"-1352'-0 13/16""","99'-4 1/4""","0'-0""",0.00,,,,true
1,EX'G WALL TOILET,"-1352'-0 13/16""","101'-10 5/8""","0'-0""",180.00,,,,true
1,EX'G ADA DF,"-1379'-4 3/16""","82'-8 3/4""","0'-0""",270.00,,,,true
1,EX'G WALL TOILET,"-1337'-4 1/4""","101'-10 5/8""","0'-0""",180.00,,,,true
1,Sink-Bradley_Corp-Express-TLX1-Faucet-Soap - Express TLX-1 Faucet-Soap-799460-PLAN,"-1332'-2 3/16""","103'-4 5/8""","0'-0""",180.00,,,,true
1,ADA Door,"-1333'-3 1/16""","110'-5 1/8""","0'-0""",180.00,,,,true
1,Swing-90,"-1330'-2 5/16""","110'-8 1/8""","0'-0""",180.00,,,,true
1,HOOK,"-1334'-10 3/4""","94'-3 7/8""","0'-0""",0.00,,,,true
1,EX'G WALL TOILET,"-1337'-4 1/4""","99'-4 5/16""","0'-0""",0.00,,,,true
1,Sink-Bradley_Corp-Express-TLX1-Faucet-Soap - Express TLX-1 Faucet-Soap-799460-PLAN,"-1332'-2 3/16""","97'-10 5/16""","0'-0""",0.00,,,,true
1,HOOK,"-1334'-10 3/4""","106'-11 1/16""","0'-0""",180.00,,,,true
1,HOOK,"-1355'-9 13/16""","104'-3 9/16""","0'-0""",270.00,,,,true
1,ADA Door,"-1357'-8 1/16""","110'-5 1/16""","0'-0""",180.00,,,,true
1,Sink-Bradley_Corp-Express-TLX1-Faucet-Soap - Express TLX-1 Faucet-Soap-799460-PLAN,"-1351'-9 5/16""","109'-1 1/2""","0'-0""",270.00,,,,true
1,Swing-90,"-1360'-3 1/16""","84'-5 7/8""","0'-0""",0.00,,,,true
1,ADA Door,"-1333'-3 1/16""","84'-2 7/8""","0'-0""",180.00,,,,true
1,Swing-90,"-1330'-2 5/16""","84'-5 7/8""","0'-0""",180.00,,,,true
1,Pec fly. rear Delt (G7S22-5PL-PF),"-1449'-6""","146'-11 5/16""","0'-0""",270.00,,,,true
1,Magnum Half Rach MG-A690 with Landmine,"-1369'-8 3/16""","131'-8""","0'-0""",180.00,,,,true
1,ADA Shower Seat,"-1357'-0 1/8""","102'-7 5/16""","0'-0""",270.00,,,,true
1,EX'G WALL TOILET,"-1338'-1 5/8""","76'-11 7/8""","0'-0""",90.00,,,,true
1,Ab w- Graduated Stack (G7S51-5PL-PF),"-1386'-5 15/16""","158'-9 11/16""","0'-0""",180.00,,,,true
1,Sink-Bradley_Corp-Express-TLX1-Faucet-Soap - Express TLX-1 Faucet-Soap-799460-PLAN,"-1336'-7 5/8""","82'-5 13/16""","0'-0""",90.00,,,,true
1,Ab w- Graduated Stack (VS-S53-PH-5PL-PF),"-1380'-11 9/16""","159'-7 3/8""","0'-0""",180.00,,,,true
1,Pec fly. rear Delt (G7S22-5PL-PF),"-1449'-6""","162'-11 5/16""","0'-0""",270.00,,,,true
1,ADA Door,"-1373'-3 1/16""","84'-2 7/8""","0'-0""",180.00,,,,true
1,Swing-90,"-1376'-3 13/16""","84'-5 7/8""","0'-0""",0.00,,,,true
1,ADA Door,"-1350'-9 15/16""","71'-7 1/8""","0'-0""",270.00,,,,true
1,Swing-90,"-1350'-9 15/16""","71'-7 1/8""","0'-0""",270.00,,,,true
1,EX'G ADA,"-1352'-4 11/16""","104'-5 15/16""","0'-0""",180.00,,,,true
1,Hip Adductor - Abductor (VS-S74),"-1413'-0 3/8""","158'-10 1/16""","0'-0""",0.00,,,,true
2,F13,"-1453'-8 11/16""","199'-4 13/16""","0'-0""",90.00,,,,true
2,Stepmill (C5X-5PL-PF),"-1390'-6 5/16""","141'-8 7/8""","0'-0""",90.00,,,,true
2,Stepmill (C5X-5PL-PF),"-1390'-6 5/16""","138'-3 7/8""","0'-0""",90.00,,,,true
2,F13,"-1441'-3 11/16""","199'-4 13/16""","0'-0""",90.00,,,,true
2,F13,"-1461'-11""","182'-7 1/16""","0'-0""",90.00,,,,true
